Origin,Destination,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Shipment_Duration,Actual_Duration
3,1,0,320,2,1,1,2
9,8,3,1053,0,2,3,4
2,5,0,230,0,1,1,1
4,7,1,1018,0,0,3,5
1,3,0,1034,0,1,3,5
3,4,3,365,0,1,1,1
6,2,3,1296,0,2,4,5
1,5,2,1405,0,1,4,4
9,8,3,1074,0,2,3,4
4,2,1,1581,0,0,5,7
3,2,2,1781,0,2,5,6
1,8,1,1541,0,2,5,8
3,5,0,1651,0,1,5,5
1,9,0,1522,0,0,5,7
8,0,0,416,2,2,1,3
4,1,3,1889,0,1,6,6
4,7,3,1470,2,1,4,9
8,6,0,1515,2,1,5,10
6,9,0,1424,0,1,4,4
1,7,2,1948,1,1,6,8
3,5,2,1882,0,0,6,8
0,6,2,526,0,2,1,4
6,0,1,1662,0,0,5,7
1,5,3,1080,1,2,6,3
8,7,0,339,0,0,1,5
4,0,0,1997,1,1,8,6
7,9,3,1311,0,2,4,5
1,6,1,1562,1,2,5,8
6,0,3,1358,0,1,4,4
1,3,1,428,0,0,1,7
5,7,1,1390,2,2,4,6
4,3,2,559,0,1,1,1
8,6,3,650,0,2,2,3
0,4,3,713,0,1,2,5
5,1,1,788,0,1,2,2
0,1,3,1067,0,1,3,3
9,3,2,927,0,2,3,4
2,1,3,1683,0,1,5,5
8,7,3,1759,0,1,5,5
9,6,0,1377,0,1,4,4
2,3,1,1468,3,1,4,7
0,8,3,696,1,2,2,5
8,4,1,1960,0,1,6,6
7,5,0,464,0,0,1,6
6,9,3,1996,2,2,6,11
3,0,3,331,0,1,1,1
3,8,1,1495,0,2,4,9
8,5,2,783,2,2,2,4
8,6,2,1013,2,1,3,4
0,8,1,769,0,1,2,2
5,7,3,1597,0,1,5,5
4,6,1,550,0,1,1,1
1,9,1,1420,1,2,4,7
4,2,3,1120,0,1,3,3
4,6,1,352,1,1,1,3
7,4,2,433,3,1,1,4
0,7,0,1472,2,1,4,5
0,5,1,210,2,1,1,2
9,7,3,1192,0,1,3,3
6,5,1,1135,0,2,3,9
6,3,0,670,0,2,2,3
1,9,2,792,0,1,2,2
8,3,2,754,0,2,2,3
5,8,0,918,0,2,3,4
6,7,1,1716,0,2,5,6
9,0,0,208,1,1,1,3
4,1,2,1911,0,0,8,6
9,7,1,1970,0,1,6,6
8,6,2,775,0,2,2,8
1,8,3,1514,0,0,5,7
1,6,3,241,0,1,1,1
6,7,0,358,0,2,1,6
3,4,1,944,3,1,3,11
4,0,3,1537,0,1,5,5
0,1,3,1884,3,2,6,14
1,0,3,442,0,2,1,5
4,7,2,1229,0,2,4,5
4,0,2,1919,0,1,6,6
7,0,0,628,0,1,2,4
8,0,1,1124,1,2,3,9
6,8,1,490,0,1,1,1
5,8,2,1285,0,0,4,8
0,9,0,1555,0,2,5,6
0,1,2,1167,0,1,3,3
9,6,1,294,0,1,1,1
5,9,0,575,0,2,1,2
9,8,1,588,1,1,1,6
3,9,0,997,0,2,3,4
7,1,2,1729,0,1,5,5
3,8,0,1653,0,1,5,10
9,5,1,446,0,1,1,6
7,1,1,1515,0,1,5,5
6,4,3,1190,0,2,3,7
2,4,0,1079,0,2,3,4
9,6,0,1370,0,1,4,4
0,8,0,533,0,1,1,1
1,4,1,625,0,2,2,6
3,6,3,822,0,1,2,4
9,7,1,1723,2,0,5,8
6,9,2,1810,1,2,6,12
4,0,2,1318,3,1,4,11
3,5,0,1242,1,1,4,6
1,0,2,1993,0,0,6,8
7,8,1,603,0,1,2,2
1,7,2,855,0,2,2,3
8,4,2,670,0,1,2,2
4,9,3,1480,2,0,4,7
4,6,0,396,0,1,1,1
1,2,3,663,3,1,2,5
9,3,3,853,0,2,2,3
1,3,3,1686,1,2,5,8
6,4,2,1027,0,1,3,3
7,9,2,1267,0,0,4,6
5,0,3,989,0,2,3,4
0,5,2,1331,0,2,4,5
8,0,1,474,0,2,1,2
6,3,2,451,0,0,1,7
7,2,1,1171,0,2,3,6
5,2,1,1622,0,2,5,6
8,9,2,1056,0,2,3,7
1,5,3,1541,0,2,5,6
6,8,1,217,2,2,1,3
4,9,0,1647,2,0,5,8
1,0,3,656,0,1,2,2
3,6,0,411,0,1,1,1
2,8,3,530,0,0,3,1
8,3,0,1137,0,0,3,9
6,7,2,328,0,1,1,1
6,7,0,1220,0,0,4,6
3,8,3,958,0,1,3,3
4,7,0,771,2,1,2,3
5,4,0,873,0,2,2,3
8,0,1,489,0,1,1,1
7,9,3,1434,0,2,4,5
3,5,2,1195,0,1,3,3
6,4,3,1789,2,2,5,7
7,2,2,945,0,1,3,3
0,8,0,1664,2,1,5,9
8,3,0,1014,0,0,3,5
4,6,2,315,2,2,1,5
4,0,3,1040,0,2,3,4
1,3,0,1881,0,1,6,6
0,1,1,662,0,1,2,5
9,7,3,1786,0,1,5,8
9,2,3,1078,0,2,3,4
6,5,0,1806,2,2,6,8
5,1,0,1358,0,2,10,4
9,6,1,1962,1,1,6,8
8,0,2,1884,0,2,6,12
9,2,0,368,2,0,1,4
7,8,2,1657,1,2,5,8
2,7,2,1196,0,1,3,3
9,1,3,1850,2,2,6,8
2,5,3,1824,0,1,6,6
7,5,1,1247,0,1,4,4
0,3,1,430,2,2,1,3
0,8,1,905,0,2,3,4
2,3,2,1725,0,1,5,5
8,2,3,1941,2,1,6,7
7,8,0,1472,0,2,4,5
1,9,1,443,0,1,1,1
5,0,0,1267,1,2,4,7
1,9,0,1230,0,2,4,5
6,5,1,538,1,0,1,5
4,9,3,315,0,1,1,1
6,2,0,1307,0,2,4,7
6,9,0,1894,0,2,6,7
0,2,2,551,1,1,1,3
7,2,1,487,0,1,1,1
9,0,0,1194,0,1,3,3
4,2,2,1065,0,2,3,8
8,2,3,1400,0,2,4,5
4,1,0,584,0,2,1,6
6,0,1,311,0,1,1,1
2,0,3,1537,3,1,5,13
8,0,1,1716,3,2,5,9
9,6,1,331,0,2,1,5
1,3,1,1648,0,1,5,5
3,4,3,1200,2,2,4,6
8,2,2,1636,0,1,5,5
1,4,0,1689,0,2,5,10
8,9,1,866,0,2,2,3
7,5,1,1222,2,2,4,9
1,8,1,1646,0,0,5,7
3,0,3,1273,3,2,4,8
7,2,3,1147,1,2,3,10
1,3,2,299,0,0,1,3
8,3,3,1668,0,1,5,5
5,4,0,1602,0,1,5,5
9,8,2,1958,3,2,6,10
8,1,0,1817,0,0,6,12
3,9,2,797,0,1,2,2
1,0,0,577,0,0,5,1
7,1,0,1709,0,2,5,6
8,3,3,1192,2,1,3,4
6,9,3,1106,0,1,3,3
4,8,1,1162,1,1,3,7
1,2,2,603,0,2,2,3
4,8,2,1887,0,1,6,6
9,5,1,1356,0,0,4,6
6,5,2,877,0,1,2,2
9,4,0,398,2,1,1,7
5,1,1,1617,1,1,5,7
0,9,0,1854,0,0,6,8
8,9,0,701,0,2,2,7
8,7,2,1159,0,2,3,4
0,8,1,1054,0,1,3,3
4,1,3,581,0,1,1,1
9,5,0,1958,0,1,6,6
9,5,1,744,0,1,2,2
3,1,3,594,2,1,1,4
0,6,3,1086,0,0,3,5
4,3,3,870,0,2,2,3
3,4,1,1888,0,0,6,8
6,9,0,942,2,2,3,5
4,0,1,679,0,2,2,8
5,1,3,1923,0,2,6,7
7,2,3,592,2,1,1,2
3,7,3,827,2,2,2,4
0,5,0,1494,2,0,4,7
6,9,3,560,1,2,1,4
5,4,3,260,0,1,1,1
3,5,0,349,0,2,1,2
8,6,0,536,0,1,1,1
4,7,3,1836,2,2,6,8
6,9,0,567,0,1,1,1
8,6,2,1119,1,1,3,5
4,0,3,1544,0,1,5,5
6,0,2,1298,2,0,4,7
1,3,3,764,0,2,2,3
4,1,3,1100,0,1,3,7
7,1,1,618,0,1,2,2
3,0,1,408,0,1,1,1
5,1,3,1046,2,1,3,4
4,5,0,804,2,1,2,3
3,6,0,430,0,1,1,3
6,0,0,1641,2,0,5,12
3,9,3,876,0,0,2,8
3,8,0,1480,0,2,4,5
0,3,3,666,0,1,2,4
1,6,1,1892,0,0,6,8
3,7,3,1477,3,0,9,4
7,5,2,379,2,1,1,2
1,6,2,760,0,1,2,2
1,9,3,567,0,1,1,1
0,2,0,258,0,2,1,5
2,1,1,1359,2,1,4,5
6,0,3,1204,0,1,4,4
7,3,2,223,0,1,1,1
9,8,1,1105,0,1,3,5
8,9,2,1085,0,1,3,7
4,8,0,1724,2,1,5,8
0,4,0,617,0,0,2,4
9,5,1,1234,0,1,4,4
9,8,1,437,0,2,1,2
3,8,0,741,0,1,2,2
7,2,3,244,0,1,1,1
5,7,1,1595,2,0,5,8
8,0,1,612,0,0,2,4
2,5,2,237,0,1,1,3
3,4,0,253,0,1,1,1
0,9,0,1968,0,2,6,9
2,4,3,862,0,0,2,4
5,2,3,1010,0,2,3,4
0,4,2,1687,0,2,5,6
1,8,1,652,0,2,2,3
2,8,1,1737,2,2,5,7
6,9,0,802,0,2,2,7
8,0,2,1135,0,2,3,4
6,4,3,782,0,2,2,5
4,9,3,1436,2,2,4,6
3,7,0,1219,0,0,4,6
5,2,0,1518,0,2,5,6
7,0,3,842,0,1,2,2
1,2,1,657,0,1,2,2
9,7,3,780,0,1,2,2
5,9,2,1689,0,2,5,11
9,7,3,827,0,1,2,2
9,1,2,230,2,0,1,4
6,8,2,1447,0,1,4,4
4,6,0,1522,0,1,5,5
0,7,1,1129,2,0,3,6
7,1,3,905,0,1,3,3
1,8,0,1814,0,1,6,6
6,4,1,394,0,0,1,3
3,7,0,1597,2,1,5,10
8,6,2,1704,2,1,5,6
9,2,0,1489,1,1,4,6
7,2,1,286,0,1,1,1
9,5,3,946,2,1,3,4
0,4,3,232,0,1,1,3
2,0,0,1684,2,2,5,7
7,1,3,534,1,0,1,8
8,1,2,688,0,2,2,5
4,5,1,837,1,2,2,5
0,7,1,1250,1,2,4,7
3,4,1,1563,0,2,5,6
3,4,0,1499,1,0,4,8
0,5,0,988,2,2,3,10
3,6,3,1748,0,0,5,7
9,0,1,951,1,2,3,6
3,5,2,325,0,0,1,3
5,3,1,260,0,0,1,6
9,0,1,1590,0,1,5,5
4,0,2,1676,0,2,5,6
9,3,0,396,0,2,1,2
9,6,1,1038,0,2,3,4
2,0,0,379,0,2,1,2
8,4,0,435,2,2,1,3
4,9,1,818,0,2,2,3
7,5,2,257,0,1,1,1
3,4,1,1784,0,1,5,5
6,4,0,1300,2,1,4,5
2,9,1,1017,1,0,3,9
6,4,3,552,0,2,1,2
1,6,2,1226,0,1,4,4
3,9,0,939,0,1,3,3
5,3,3,1135,2,2,3,8
7,2,3,1549,0,0,5,7
9,1,0,1276,3,1,4,7
9,5,3,1442,2,2,4,10
3,4,3,1950,1,2,6,9
3,8,1,1338,0,1,4,4
9,8,0,1181,2,1,3,4
5,4,2,423,0,2,1,2
3,6,1,1965,0,2,6,7
1,5,2,1909,0,2,6,9
0,3,1,523,0,1,1,1
4,7,2,1133,1,2,3,9
0,4,1,1888,0,0,6,8
3,2,1,1883,0,0,6,8
6,1,3,592,0,1,1,1
7,0,2,324,1,1,1,6
8,0,0,1006,0,2,3,4
3,4,1,944,0,1,3,5
1,3,1,236,2,1,1,4
9,4,0,1410,1,1,4,6
6,2,0,1064,0,0,3,8
5,1,0,1452,1,2,4,7
3,2,3,274,0,1,1,1
7,5,1,669,0,2,2,7
5,2,3,1472,0,1,4,4
6,5,3,1280,0,1,4,6
2,1,3,564,1,2,1,4
8,1,2,561,1,1,1,6
7,5,1,1032,1,0,3,7
3,1,2,1168,2,2,3,5
9,0,0,1884,1,1,6,11
0,7,1,1092,0,1,3,7
8,6,3,278,0,0,1,3
7,3,1,1985,0,2,6,7
6,4,3,812,0,2,2,6
2,5,2,1617,0,1,5,5
3,8,1,1145,2,2,3,5
7,4,3,1986,0,2,6,11
3,2,2,1377,2,2,4,6
7,4,2,1789,0,2,5,6
1,8,1,1012,0,2,3,6
4,2,3,1392,0,0,4,6
5,3,3,1485,0,0,4,6
8,2,1,569,2,2,1,3
0,8,1,1884,0,2,6,7
6,7,3,1966,0,1,6,6
5,4,3,872,0,2,2,8
2,8,2,1370,0,2,4,5
0,1,3,1329,0,1,4,7
6,7,0,1763,3,1,5,8
2,9,2,1730,0,2,5,6
5,9,3,1951,0,1,6,6
8,4,0,1274,0,1,4,4
1,5,2,698,0,2,2,6
9,2,1,359,0,0,1,7
3,7,1,1681,1,0,5,9
0,7,3,792,0,1,2,2
6,8,0,1220,3,1,4,11
6,2,0,1087,0,1,3,3
5,3,3,219,0,0,1,3
1,9,3,1410,0,1,4,4
5,7,2,1149,2,1,3,4
6,1,2,1209,0,0,4,6
8,4,3,1149,3,2,3,7
7,0,2,1723,0,1,5,5
2,3,1,774,0,0,2,4
5,2,0,305,2,1,1,4
1,4,2,1062,0,0,3,5
7,8,0,1560,1,1,5,7
6,8,1,560,0,1,1,1
0,4,0,1141,0,2,3,4
6,4,0,1163,0,0,3,5
2,1,1,1859,0,2,6,12
1,0,3,1518,2,2,5,11
8,5,2,1963,0,1,6,6
8,9,0,1751,0,1,5,5
0,9,1,1189,1,1,3,8
3,4,2,1622,0,1,5,5
8,3,1,748,2,1,2,3
6,9,0,1237,2,1,4,5
3,8,3,1166,0,0,3,10
7,4,1,821,0,1,2,2
3,9,0,1582,0,2,5,6
9,7,2,901,0,0,3,7
7,4,2,1837,0,1,6,6
4,0,1,873,0,2,2,7
7,1,1,879,0,2,2,3
0,2,1,1900,2,1,6,9
3,9,1,1644,0,2,5,6
4,1,1,577,1,2,1,4
9,0,3,1014,3,2,3,7
2,6,2,272,2,1,1,4
0,5,3,885,0,1,2,2
1,7,1,1131,1,1,3,5
3,6,3,1419,2,2,4,6
0,2,2,645,3,2,2,6
8,0,2,1779,0,0,5,7
3,9,3,1722,0,0,5,10
8,3,0,811,0,1,2,2
4,2,3,501,0,2,1,2
5,1,2,1660,0,2,5,6
4,7,0,1956,0,1,6,10
7,8,3,1289,0,1,4,7
9,5,2,381,0,2,1,2
5,1,1,1662,0,1,5,5
5,3,0,1237,0,2,4,5
7,3,0,1441,2,1,4,5
0,6,3,1618,3,2,5,12
8,4,1,675,0,1,2,4
2,9,0,1722,0,2,5,6
3,0,3,1177,0,1,3,3
4,0,3,510,1,2,1,4
5,7,0,1590,0,2,5,6
4,2,1,1497,0,1,4,4
7,5,2,1454,0,1,4,9
6,3,3,279,0,2,1,6
9,6,1,792,0,1,2,5
7,6,2,313,0,2,1,2
4,8,2,366,0,1,1,1
5,7,0,1990,0,1,6,6
8,1,1,1489,2,2,4,10
5,9,1,714,1,1,2,4
0,7,2,874,0,1,2,2
7,4,0,1542,0,1,5,5
1,0,3,1722,1,1,5,10
9,2,2,1591,1,1,5,12
0,3,3,653,1,2,2,9
2,6,0,365,2,1,1,2
8,3,0,362,0,1,1,1
4,0,2,1574,0,1,5,5
8,2,2,867,3,1,2,10
9,8,0,819,0,0,2,6
1,7,3,1236,0,1,4,4
9,2,3,570,2,1,1,2
5,7,1,282,2,2,1,3
1,2,1,1436,0,1,4,4
8,0,2,1635,1,1,5,10
3,2,3,644,0,1,2,2
7,1,3,1741,0,2,5,10
5,8,3,481,0,2,1,2
3,4,1,679,1,1,2,4
3,4,1,430,1,1,1,3
8,0,1,1723,0,1,5,5
0,8,3,227,1,1,1,3
9,0,2,1983,0,2,6,7
6,5,2,700,0,1,2,2
4,8,2,879,3,0,2,7
0,7,1,1279,0,1,4,6
2,4,1,1893,1,1,6,13
2,9,1,1081,0,1,3,5
3,2,2,673,1,1,2,7
8,3,2,1056,0,1,3,3
7,0,1,1965,0,2,6,7
1,5,1,730,1,1,2,4
2,0,1,1106,1,1,3,5
6,7,3,1000,0,1,3,5
4,8,2,1799,0,1,5,5
0,3,2,1421,0,1,4,4
5,3,2,681,0,1,2,2
8,4,0,998,2,1,3,7
1,2,2,962,0,0,3,5
7,4,1,664,0,1,2,2
0,8,1,1178,0,1,3,3
6,1,2,878,2,1,2,3
7,1,2,1050,0,1,3,3
0,7,3,1531,0,0,5,7
1,5,2,677,0,1,2,2
4,7,3,361,0,2,1,2
9,7,1,1491,0,1,4,6
4,8,2,477,2,2,1,6
6,9,0,1857,0,2,6,7
3,6,0,400,0,1,1,4
4,7,0,1304,0,1,4,4
3,1,2,558,0,2,1,2
5,6,3,1618,0,1,5,5
6,9,3,1987,0,2,6,7
6,0,0,856,0,2,2,3
8,5,2,332,2,2,1,3
3,5,2,876,0,2,2,5
4,9,0,658,1,1,2,4
3,1,1,656,0,1,2,2
9,1,0,325,0,0,1,3
1,6,3,1439,0,1,4,4
5,6,3,1889,0,1,6,6
4,2,0,1955,0,1,6,6
6,5,0,1348,0,0,4,6
6,8,3,1145,2,1,3,4
4,5,3,1264,0,2,4,5
8,5,0,963,0,2,3,4
2,1,2,401,0,2,1,2
8,7,1,515,0,2,1,2
0,7,2,1386,2,2,4,6
8,4,0,1331,0,1,4,9
9,1,3,1364,2,0,4,10
8,7,0,427,0,2,1,2
9,8,3,557,2,1,1,2
4,0,3,1132,0,1,3,3
8,1,3,1441,1,2,4,7
4,0,2,942,0,1,3,3
6,4,2,1087,0,1,3,3
1,5,0,1230,0,0,4,9
3,9,1,757,3,1,2,9
3,4,3,1356,1,1,4,6
7,0,2,979,2,1,3,4
1,3,1,1548,2,0,5,8
0,6,3,1504,1,1,5,7
5,1,3,1155,1,2,3,6
0,8,3,321,0,1,1,1
5,3,1,1563,0,1,5,5
7,8,0,460,0,1,1,4
7,9,1,582,2,2,1,3
7,1,3,1308,0,2,4,5
8,9,2,1165,0,1,3,7
2,9,2,684,0,0,2,4
5,3,3,1560,0,1,5,5
6,5,1,678,0,1,2,2
0,9,0,681,3,1,2,5
2,1,2,829,0,2,2,3
0,2,1,1747,3,0,5,10
6,7,1,1539,1,1,5,7
5,1,2,774,0,0,2,4
4,8,3,1139,0,1,3,3
9,6,3,1996,0,1,6,6
4,0,2,1572,0,1,5,5
6,0,2,1930,1,2,6,14
1,8,2,411,1,1,1,3
3,5,2,1941,0,1,6,6
5,2,3,1145,0,1,3,3
3,0,0,372,2,1,1,2
9,0,1,1958,0,1,6,6
7,5,3,411,0,1,1,1
0,2,1,793,0,1,2,2
3,7,1,1383,0,1,4,4
7,6,3,1873,0,1,6,6
2,9,0,1688,0,0,5,7
2,8,3,1799,0,1,5,5
4,9,1,266,0,2,1,6
3,2,0,1324,0,2,4,5
8,0,2,1739,0,2,5,6
7,5,0,451,0,2,1,2
7,9,3,1039,0,1,3,3
3,9,0,569,0,2,1,2
4,3,3,1327,0,1,4,4
0,9,3,1556,0,1,5,5
6,5,2,1698,0,1,5,5
5,8,1,1300,0,1,4,7
1,3,0,1532,0,1,5,5
3,9,1,1903,0,1,6,6
6,8,3,754,2,0,2,8
8,6,3,594,2,1,1,2
2,4,0,1287,0,1,4,7
1,2,2,520,0,1,1,1
1,7,3,1592,0,1,5,5
9,0,1,396,0,1,1,1
7,9,3,1670,0,2,5,6
4,0,1,991,0,1,3,8
3,4,3,1296,1,1,4,6
9,3,2,735,0,0,2,8
6,1,0,1786,2,2,5,7
9,1,0,275,0,0,1,8
4,6,3,1406,0,2,4,5
0,9,2,1581,0,2,5,6
3,8,2,287,0,0,1,3
8,3,1,630,0,2,2,3
1,7,2,735,0,1,2,2
1,2,3,638,0,2,2,7
6,1,2,1848,0,1,6,6
0,7,2,244,2,1,1,2
2,9,1,1916,0,1,6,6
8,3,3,1484,2,1,4,5
6,2,3,937,2,1,3,4
5,9,0,1692,0,1,5,5
3,2,2,579,0,0,1,6
0,7,3,666,0,1,2,2
1,8,0,509,0,1,1,1
1,7,3,1667,3,2,5,9
9,3,0,1502,2,1,5,6
1,2,3,936,1,1,3,5
2,4,3,1810,0,2,6,10
3,0,1,1312,2,2,4,6
9,1,2,1553,2,2,5,7
9,8,3,1527,0,1,5,5
0,7,3,1218,0,1,4,4
9,4,2,1051,2,2,3,5
0,1,0,1551,0,1,5,5
0,3,0,1125,2,1,3,8
2,8,2,914,1,1,3,5
3,2,0,870,0,1,2,2
4,6,3,1168,0,0,3,5
3,7,3,660,0,1,2,2
8,0,2,224,2,1,1,7
1,7,2,271,2,0,1,4
4,3,0,471,0,1,1,1
0,5,2,1203,0,1,4,8
6,1,1,772,2,2,2,4
5,8,3,877,0,0,7,2
0,1,1,1662,0,1,5,5
1,2,3,1550,0,1,5,5
8,4,0,715,0,1,2,2
3,1,1,243,0,0,1,3
5,6,0,640,2,1,2,3
4,7,2,1659,2,0,5,8
8,6,1,500,1,2,1,4
1,0,2,1427,2,1,4,5
3,2,2,1858,1,1,6,8
6,2,0,1651,2,1,5,6
7,3,3,1945,1,1,6,8
1,2,2,655,0,2,2,3
7,9,0,1961,0,1,6,6
4,5,0,1655,0,2,5,6
9,3,0,1557,0,1,5,5
9,1,0,1307,0,2,4,9
4,3,3,570,0,1,1,1
9,5,1,1438,0,2,4,5
5,0,1,478,3,2,1,5
4,3,1,458,1,2,1,7
7,5,2,257,2,1,1,5
2,3,3,1044,0,1,3,3
7,1,0,1439,0,2,4,5
0,8,3,1345,0,1,4,7
2,9,2,1183,1,2,3,6
8,7,0,1027,2,1,3,7
6,2,3,1861,0,1,6,6
9,1,1,1249,0,1,4,4
1,8,3,533,0,1,1,1
1,7,3,1762,0,1,5,10
8,1,1,1551,0,2,5,6
4,7,3,957,2,1,3,4
7,8,1,1282,1,2,4,12
8,7,2,385,0,2,1,2
7,0,3,779,0,1,2,2
4,6,2,843,0,1,2,2
3,4,1,1949,0,2,6,7
1,3,2,667,2,1,2,3
5,4,1,988,1,1,3,5
3,4,2,1176,0,1,3,3
3,1,3,1149,0,2,3,4
5,1,3,838,0,1,2,5
4,8,2,1497,3,1,4,7
5,7,1,1939,2,0,6,9
7,4,3,936,0,2,3,4
6,9,0,1850,0,2,6,7
4,3,0,1391,0,0,4,6
1,2,0,526,0,0,1,6
0,2,3,1979,0,2,6,7
2,7,0,1601,2,0,5,10
7,5,3,1950,1,1,6,8
0,5,1,1859,0,0,6,8
3,2,1,1541,0,2,5,6
6,3,3,1663,0,1,5,10
7,0,2,362,0,1,1,1
5,0,2,499,0,0,1,5
7,9,2,340,0,2,1,2
9,2,1,625,1,1,2,4
8,3,3,1138,0,1,3,3
7,8,2,210,0,0,1,3
0,9,2,939,0,0,3,10
3,6,3,670,2,1,2,8
9,3,2,1271,0,0,4,6
1,7,3,327,2,1,1,2
8,4,2,1054,0,1,3,3
6,7,0,1021,0,1,3,3
8,0,1,536,3,2,1,10
2,9,2,777,0,2,2,3
6,8,3,1624,1,1,7,5
4,7,3,1501,0,0,5,7
0,7,2,491,0,1,1,1
6,8,3,1223,0,2,4,5
5,0,3,1595,2,1,5,6
6,3,3,1932,0,0,6,8
3,6,1,1152,0,1,3,7
9,3,2,874,0,1,2,2
2,3,2,1184,2,1,3,4
0,7,0,641,0,1,2,2
6,9,2,811,0,0,2,4
3,0,3,620,1,2,2,9
2,1,0,461,0,1,1,1
1,5,1,674,0,1,2,4
9,6,3,1356,0,1,4,4
4,3,0,292,1,1,1,5
6,5,0,1255,0,1,4,4
1,9,3,1641,0,0,5,7
9,2,3,1398,0,1,4,4
4,8,1,1271,0,1,4,4
4,3,1,1332,0,0,4,6
4,5,1,483,0,1,1,1
5,6,2,1884,0,1,6,6
5,3,1,1156,1,1,3,5
2,0,3,1196,0,1,3,3
0,1,2,1795,0,2,5,10
6,3,3,301,0,1,1,1
0,1,0,380,0,1,1,1
6,7,0,1842,0,1,6,6
3,5,3,1569,0,2,5,6
5,8,1,1888,0,2,6,7
3,4,3,1229,3,2,4,8
7,1,0,462,0,1,1,6
8,1,3,893,0,0,2,8
0,1,0,1831,1,1,6,8
8,7,2,453,2,0,1,4
0,6,0,883,0,2,2,3
8,9,1,1348,0,0,4,6
1,5,2,1162,0,1,3,3
6,7,0,1971,0,1,6,6
2,8,1,1490,0,0,4,6
9,2,2,1922,0,1,6,6
8,7,1,451,3,1,1,4
4,5,3,939,0,0,3,7
7,5,3,1130,0,1,3,3
4,2,0,499,0,1,1,1
0,5,2,743,2,2,2,9
0,5,3,1838,0,1,6,6
8,7,0,385,0,1,1,1
5,8,2,1772,0,2,5,6
7,3,0,836,0,2,2,3
9,7,3,672,0,0,2,4
7,5,2,1346,0,2,4,5
6,7,0,1853,1,1,6,8
7,0,0,1658,0,1,5,8
2,6,3,1971,0,1,6,6
2,3,2,419,0,1,1,1
0,2,2,1685,2,0,5,8
2,0,0,766,0,1,2,2
2,4,1,1576,0,0,5,7
8,7,1,253,0,1,1,1
7,3,3,463,0,2,1,2
1,2,0,1466,0,0,4,6
3,5,0,1693,2,1,9,5
4,5,0,371,0,1,1,4
2,4,3,1390,0,1,4,6
0,9,3,1631,0,1,5,5
1,9,1,435,2,2,1,3
6,0,0,471,0,1,1,1
2,9,1,828,2,1,2,5
2,5,1,1436,1,1,4,6
2,1,0,1203,1,0,4,8
1,2,3,402,0,1,1,5
1,9,2,233,0,1,1,1
0,3,0,720,0,0,2,4
4,7,2,1353,0,1,4,7
1,0,2,1554,0,2,5,6
5,9,1,613,1,1,2,9
3,0,2,215,0,2,1,2
7,9,3,1104,1,2,3,6
4,9,3,820,2,1,2,8
0,8,0,544,0,0,1,3
5,6,0,1156,2,2,3,5
1,5,3,449,2,1,1,2
3,6,1,863,0,1,2,2
6,7,3,724,2,1,2,3
6,7,0,1911,2,1,6,7
2,9,0,1371,0,2,4,5
8,5,0,863,0,0,2,8
8,9,2,327,0,2,1,2
8,6,3,1610,2,1,5,6
0,5,3,631,0,1,2,2
1,0,0,713,0,1,2,2
1,5,1,457,1,2,1,4
4,7,1,1980,0,1,6,6
9,7,3,1539,0,2,5,8
1,6,0,1075,0,2,3,4
9,8,1,1954,1,1,6,8
1,4,1,1775,0,1,5,10
3,2,2,1470,0,0,4,6
1,3,1,211,0,1,1,1
1,5,1,226,0,2,1,2
8,3,1,834,0,2,2,3
6,3,0,738,0,0,2,4
6,2,2,1921,3,1,9,6
3,2,2,1571,0,0,5,12
8,0,2,218,0,1,1,1
2,0,1,665,0,2,2,3
9,0,3,1320,0,1,4,8
5,7,3,596,0,2,1,5
4,8,0,1452,0,1,4,4
2,7,1,906,0,1,3,3
1,6,1,1594,0,2,5,6
6,2,3,1760,0,0,5,7
9,2,0,1144,0,2,3,4
3,9,1,531,2,0,1,4
7,6,1,1687,0,1,5,5
1,2,0,525,0,2,1,2
2,5,0,1322,2,1,4,5
1,3,1,696,0,1,2,2
3,6,1,1793,0,2,6,5
2,4,1,461,2,2,1,3
5,4,3,742,0,2,2,5
2,7,0,1061,3,1,3,6
0,4,2,1709,0,1,5,8
3,5,1,993,0,1,3,3
3,6,2,1626,2,1,5,11
3,1,2,992,2,1,3,4
1,9,0,471,1,2,1,7
4,3,0,467,2,2,1,3
7,5,2,1954,2,2,6,10
6,5,1,1613,2,1,5,6
6,0,2,1997,0,0,6,8
9,8,3,1538,2,2,5,12
6,0,2,1872,0,1,6,6
5,6,3,1124,1,2,3,6
4,6,1,1597,2,1,5,11
4,6,1,1877,0,1,6,6
8,6,2,726,0,2,2,3
2,6,3,634,0,2,2,3
8,4,2,1429,0,1,4,4
7,4,1,310,0,1,1,1
2,8,1,1505,0,0,5,7
6,8,0,1740,0,2,5,6
3,6,3,621,2,1,3,2
8,4,2,660,2,2,2,4
0,4,0,961,0,1,3,3
1,9,3,863,0,1,2,2
6,8,1,872,2,0,2,5
8,7,1,1089,0,2,3,4
0,9,0,1626,0,0,5,7
1,9,2,1713,0,1,5,5
9,4,3,934,2,0,3,6
5,0,1,1851,1,2,6,9
0,4,3,717,0,0,2,4
1,0,3,318,3,1,1,4
4,0,0,703,0,1,2,2
9,7,3,1931,0,1,6,6
1,7,3,1700,0,1,5,5
8,4,0,1270,0,2,4,5
